"date","median_ndvi","landsat","year","month","day"
2020-02-05,0.249329760670662,"Landsat8/9 (OLI)",2020,2,5
2020-02-10,0.24528928935797,"Landsat8/9 (OLI)",2020,2,10
2020-02-15,0.241196966569987,"Landsat8/9 (OLI)",2020,2,15
2020-02-20,0.237830564436081,"Landsat8/9 (OLI)",2020,2,20
2020-02-25,0.235706381424328,"Landsat8/9 (OLI)",2020,2,25
2020-03-01,0.234494454375681,"Landsat8/9 (OLI)",2020,3,1
2020-03-06,0.233910553643592,"Landsat8/9 (OLI)",2020,3,6
2020-03-11,0.2336859908853,"Landsat8/9 (OLI)",2020,3,11
2020-03-16,0.233562903105655,"Landsat8/9 (OLI)",2020,3,16
2020-03-21,0.233249719583281,"Landsat8/9 (OLI)",2020,3,21
2020-03-26,0.232027866189508,"Landsat8/9 (OLI)",2020,3,26
2020-03-31,0.227057595888463,"Landsat8/9 (OLI)",2020,3,31
2020-04-05,0.22104565745101,"Landsat8/9 (OLI)",2020,4,5
2020-04-10,0.21780069989336,"Landsat8/9 (OLI)",2020,4,10
2020-04-15,0.216850143940974,"Landsat8/9 (OLI)",2020,4,15
2020-04-20,0.216882730524503,"Landsat8/9 (OLI)",2020,4,20
2020-04-25,0.217824123799801,"Landsat8/9 (OLI)",2020,4,25
2020-04-30,0.21959998792272,"Landsat8/9 (OLI)",2020,4,30
2020-05-05,0.222135987049114,"Landsat8/9 (OLI)",2020,5,5
2020-05-10,0.225357785334836,"Landsat8/9 (OLI)",2020,5,10
2020-05-15,0.228520262462553,"Landsat8/9 (OLI)",2020,5,15
2020-05-20,0.232250837048014,"Landsat8/9 (OLI)",2020,5,20
2020-05-25,0.24026907474763,"Landsat8/9 (OLI)",2020,5,25
2020-05-30,0.257024359838397,"Landsat8/9 (OLI)",2020,5,30
2020-06-04,0.283237524330616,"Landsat8/9 (OLI)",2020,6,4
2020-06-09,0.309784899749502,"Landsat8/9 (OLI)",2020,6,9
2020-06-14,0.328041915183551,"Landsat8/9 (OLI)",2020,6,14
2020-06-19,0.342167528831649,"Landsat8/9 (OLI)",2020,6,19
2020-06-24,0.354342825012282,"Landsat8/9 (OLI)",2020,6,24
2020-06-29,0.364747303721945,"Landsat8/9 (OLI)",2020,6,29
2020-07-04,0.373560464957134,"Landsat8/9 (OLI)",2020,7,4
2020-07-09,0.380961808714346,"Landsat8/9 (OLI)",2020,7,9
2020-07-14,0.387130834990077,"Landsat8/9 (OLI)",2020,7,14
2020-07-19,0.392247043780824,"Landsat8/9 (OLI)",2020,7,19
2020-07-24,0.396489935083082,"Landsat8/9 (OLI)",2020,7,24
2020-07-29,0.400039008893347,"Landsat8/9 (OLI)",2020,7,29
2020-08-03,0.402334480750141,"Landsat8/9 (OLI)",2020,8,3
2020-08-08,0.402270177426089,"Landsat8/9 (OLI)",2020,8,8
2020-08-13,0.400419221350603,"Landsat8/9 (OLI)",2020,8,13
2020-08-18,0.397403892095554,"Landsat8/9 (OLI)",2020,8,18
2020-08-23,0.393846469232812,"Landsat8/9 (OLI)",2020,8,23
2020-08-28,0.390369232334251,"Landsat8/9 (OLI)",2020,8,28
2020-09-02,0.387582072551595,"Landsat8/9 (OLI)",2020,9,2
2020-09-07,0.385261829022056,"Landsat8/9 (OLI)",2020,9,7
2020-09-12,0.381899856263771,"Landsat8/9 (OLI)",2020,9,12
2020-09-17,0.375837523601148,"Landsat8/9 (OLI)",2020,9,17
2020-09-22,0.365370648200041,"Landsat8/9 (OLI)",2020,9,22
2020-09-27,0.353212561762121,"Landsat8/9 (OLI)",2020,9,27
2020-10-02,0.343374699354172,"Landsat8/9 (OLI)",2020,10,2
2020-10-07,0.337964510357779,"Landsat8/9 (OLI)",2020,10,7
