"date","median_ndvi","landsat","year","month","day"
2020-02-13,0.233917012810707,"Landsat7 (ETM+)",2020,2,13
2020-02-18,0.229269776127694,"Landsat7 (ETM+)",2020,2,18
2020-02-23,0.224599950233824,"Landsat7 (ETM+)",2020,2,23
2020-02-28,0.220246373291957,"Landsat7 (ETM+)",2020,2,28
2020-03-04,0.216188318760114,"Landsat7 (ETM+)",2020,3,4
2020-03-09,0.212293552442176,"Landsat7 (ETM+)",2020,3,9
2020-03-14,0.209376081026312,"Landsat7 (ETM+)",2020,3,14
2020-03-19,0.208083122381152,"Landsat7 (ETM+)",2020,3,19
2020-03-24,0.207607625788669,"Landsat7 (ETM+)",2020,3,24
2020-03-29,0.206753195293185,"Landsat7 (ETM+)",2020,3,29
2020-04-03,0.203995429497393,"Landsat7 (ETM+)",2020,4,3
2020-04-08,0.196610227784161,"Landsat7 (ETM+)",2020,4,8
2020-04-13,0.187721021522799,"Landsat7 (ETM+)",2020,4,13
2020-04-18,0.181468740783202,"Landsat7 (ETM+)",2020,4,18
2020-04-23,0.177448033377004,"Landsat7 (ETM+)",2020,4,23
2020-04-28,0.175191649740554,"Landsat7 (ETM+)",2020,4,28
2020-05-03,0.175786405801773,"Landsat7 (ETM+)",2020,5,3
2020-05-08,0.178736714682458,"Landsat7 (ETM+)",2020,5,8
2020-05-13,0.182758373493395,"Landsat7 (ETM+)",2020,5,13
2020-05-18,0.187755274145985,"Landsat7 (ETM+)",2020,5,18
2020-05-23,0.19363130855163,"Landsat7 (ETM+)",2020,5,23
2020-05-28,0.200290368621732,"Landsat7 (ETM+)",2020,5,28
2020-06-02,0.207636346267691,"Landsat7 (ETM+)",2020,6,2
2020-06-07,0.215573133400909,"Landsat7 (ETM+)",2020,6,7
2020-06-12,0.224004621932787,"Landsat7 (ETM+)",2020,6,12
2020-06-17,0.232834703774728,"Landsat7 (ETM+)",2020,6,17
2020-06-22,0.241967270838131,"Landsat7 (ETM+)",2020,6,22
2020-06-27,0.251306215034399,"Landsat7 (ETM+)",2020,6,27
2020-07-02,0.260755428274933,"Landsat7 (ETM+)",2020,7,2
2020-07-07,0.270218802471135,"Landsat7 (ETM+)",2020,7,7
2020-07-12,0.279600229534405,"Landsat7 (ETM+)",2020,7,12
2020-07-17,0.288803601376145,"Landsat7 (ETM+)",2020,7,17
2020-07-22,0.297732809907757,"Landsat7 (ETM+)",2020,7,22
2020-07-27,0.306291747040641,"Landsat7 (ETM+)",2020,7,27
2020-08-01,0.3143843046862,"Landsat7 (ETM+)",2020,8,1
2020-08-06,0.321914374755835,"Landsat7 (ETM+)",2020,8,6
2020-08-11,0.328785849160946,"Landsat7 (ETM+)",2020,8,11
2020-08-16,0.334902619812936,"Landsat7 (ETM+)",2020,8,16
2020-08-21,0.340168578623206,"Landsat7 (ETM+)",2020,8,21
2020-08-26,0.344487617503157,"Landsat7 (ETM+)",2020,8,26
2020-08-31,0.347763628364191,"Landsat7 (ETM+)",2020,8,31
2020-09-05,0.349900503117709,"Landsat7 (ETM+)",2020,9,5
2020-09-10,0.350721123168585,"Landsat7 (ETM+)",2020,9,10
2020-09-15,0.349524084907427,"Landsat7 (ETM+)",2020,9,15
2020-09-20,0.346445522620343,"Landsat7 (ETM+)",2020,9,20
2020-09-25,0.341830302702133,"Landsat7 (ETM+)",2020,9,25
2020-09-30,0.336023291547597,"Landsat7 (ETM+)",2020,9,30
2020-10-05,0.329369355551535,"Landsat7 (ETM+)",2020,10,5
